Last Updated till-,12-Aug-26,,,,,,,,Total Till date,,"8,69,094","1,71,523","3,34,680","1,06,518","35,440","49,063","17,905","18,773",0,"18,150","9,500","11,407","43,072","41,895","1,900","6,040","5,305","10,502","9,166","2,300","73,121","39,643","32,564",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,48,4970,1019,0,,,,,31-Mar-26,,,,,"5,25,701","36,678"
30-Jun-26,0,3,H90304811719,3,6,HIVPL/26-27/1383,P4744424,Zepto,LKO-DRY-MH-SOHRAMAU,6,150,0,,,,,,,,,,,,,,,,,,,50,,100,,,,,,,,,,,,,,,,OOS,Movin,H90304811719,Matched ✅,,,30,6,2026,NA,24,LKO-DRY-MH-SOHRAMAU,,,,
01-Jul-26,0,11,H90304814464,11,1,HIVPL/26-27/1392,P4733092,Zepto,BLR-DRY-MH-Sumadhura2,7,550,200,100,,,,,,,50,50,50,,50,,,,,,,150,100,,,,,,,,,,,,,,,,,OOS,Movin,H90304814464,Matched ✅,,,1,7,2026,NA,88,BLR-DRY-MH-Sumadhura2,,,100,
01-Jul-26,0,5,H90304814463,5,2,HIVPL/26-27/1403,P4701348,Zepto,FBD-DRY-MH,46204,250,0,,,,150,,,,,,,,,,,,,,,,50,50,,,,,,,,,,,,,,,,NCR,Movin,H90304814463,Matched ✅,,,1,7,2026,NA,40,FBD-DRY-MH,,,150,
01-Jul-26,0,10,H90304814465,10,3,HIVPL/26-27/1394,P4744868,Zepto,PUN-DRY-MH2-KOREGAON,7,500,100,100,100,,100,,,,,,,100,,,,,,,,100,,,,,,,,,,,,,,,,,,OOS,Shiprocket,H90304814465,Matched ✅,,,1,7,2026,NA,80,PUN-DRY-MH2-KOREGAON,,,300,
01-Jul-26,0,7,SR-6002831892,7,4,HIVPL/26-27/1393,P4743133,Zepto,CHN-DRY-MH2-THIRUVALLUR,7,350,0,100,100,,100,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,OOS,Shiprocket,SR-6002831892,Matched ✅,,,1,7,2026,NA,56,CHN-DRY-MH2-THIRUVALLUR,,,300,
02-Jul-26,0,4,H90304817060,4,9,HIVPL/26-27/1414,P4745719,Zepto,FBD-DRY-MH,46209,200,0,,,,100,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,NCR,Movin,H90304817060,Matched ✅,,,2,7,2026,NA,32,FBD-DRY-MH,,,100,
02-Jul-26,0,1,H90304817061,1,10,HIVPL/26-27/1415,P4746228,Zepto,GUR-DRY-MH-FARUKHNAGAR,46209,50,0,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NCR,Movin,H90304817061,Matched ✅,,,2,7,2026,NA,8,GUR-DRY-MH-FARUKHNAGAR,,,50,
02-Jul-26,0,2,H90304817062,2,11,HIVPL/26-27/1416,P4746459,Zepto,JJR-DRY-MH-LUHARI,46211,100,50,,50,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,NCR,Movin,H90304817062,Matched ✅,,,2,7,2026,NA,16,JJR-DRY-MH-LUHARI,,,50,
02-Jul-26,0,11,H90304817067,11,12,HIVPL/26-27/1417,P4732000,Zepto,MUM-DRY-MH-SHAKTI,8,550,250,0,100,,,,,,50,,50,50,50,,,,50,,,0,100,100,,,,,,,,,,,,,,,,OOS,Movin,H90304817067,Matched ✅,,,2,7,2026,NA,88,MUM-DRY-MH-SHAKTI,,,100,
02-Jul-26,0,1,H90304817066,1,13,HIVPL/26-27/1418,P4731834,Zepto,MUM-DRY-MH3,8,50,50,,,,,,,,,,,50,,,,,,,,0,,,,,,,,,,,,,,,,,,OOS,Movin,H90304817066,Matched ✅,,,2,7,2026,NA,8,MUM-DRY-MH3,,,,
02-Jul-26,0,4,SR-20904218932663,4,1,HIVPL/26-27/1406,P4744235,Zepto,HYD-MH 3,8,200,0,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS,Shiprocket,SR-20904218932663,Matched ✅,,,2,7,2026,NA,32,HYD-MH 3,,,200,
03-Jul-26,0,1,H90304820264,1,2,HIVPL/26-27/1424,P4744263,Zepto,GUR-DRY-MH-FARUKHNAGAR,46209,50,0,50,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,NCR,Movin,H90304820264,Matched ✅,,,3,7,2026,NA,8,GUR-DRY-MH-FARUKHNAGAR,,,50,
03-Jul-26,0,2,H90304820260,2,17,HIVPL/26-27/1443,P4804405,Zepto,Bnglr MYLP,2,100,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Movin,H90304820260,Matched ✅,,,3,7,2026,NA,16,BLR-MYLAPURA MH,,,100,
04-Jul-26,0,11,H90304822558,11,1,HIVPL/26-27/1449,P4746166,Zepto,JJR-DRY-MH-LUHARI,46211,550,100,,,150,100,,,,,,,50,,,,50,,,,150,,50,,,,,,,,,,,,,,,,NCR,Movin,H90304822558,Matched ✅,,,4,7,2026,NA,88,JJR-DRY-MH-LUHARI,,,250,
04-Jul-26,0,19,H90304822557,19,2,HIVPL/26-27/1450,P4735003,Zepto,JJR-DRY-MH-LUHARI,46211,950,400,250,100,150,,,,,,50,,200,50,,50,,50,,,0,50,,,,,,,,,,,,,,,,,NCR,Movin,H90304822557,Matched ✅,,,4,7,2026,NA,152,JJR-DRY-MH-LUHARI,,,500,
08-Jul-26,0,4,SR-94391823036063,4,2,HIVPL/26-27/1485,P4730774,Zepto,FBD-DRY-MH,46213,200,0,150,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,NCR,Shiprocket,SR-94391823036063,Matched ✅,,,8,7,2026,NA,32,FBD-DRY-MH,,,150,
09-Jul-26,0,5,H90304832794,5,5,HIVPL/26-27/1503,P4803717,Zepto,BLR-DRY-MH-Sumadhura2,8,250,250,,50,,,,0,,,,,,50,,0,,,,,150,,,,,,,,,,,,,,,,,,OOS,Movin,H90304832794,Matched ✅,,,9,7,2026,NA,40,BLR-DRY-MH-Sumadhura2,,,50,
09-Jul-26,0,9,SR-6000045184,9,1,HIVPL/26-27/1504,P4805171,Zepto,MUM-DRY-MH-SHAKTI,8,450,150,150,50,50,50,,,,,,,50,,,,,50,,,,50,,,,,,,,,,,,,,,,,OOS,Shiprocket,SR-6000045184,Matched ✅,,,9,7,2026,NA,72,MUM-DRY-MH-SHAKTI,,,300,
09-Jul-26,0,5,SR-6001828930,5,2,HIVPL/26-27/1505,P4803483,Zepto,CHN-DRY-MH2-THIRUVALLUR,8,250,200,,150,,,,,,,,,50,50,,,,,,,0,,,,,,,,,,,,,,,,,,OOS,Shiprocket,SR-6001828930,Matched ✅,,,9,7,2026,NA,40,CHN-DRY-MH2-THIRUVALLUR,,,150,
11-Jul-26,0,5,H90304839133,5,1,HIVPL/26-27/1517,P4802153,Zepto,FBD-DRY-MH,46217,250,350,150,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,NCR,Movin,H90304839133,Matched ✅,,,11,7,2026,NA,40,FBD-DRY-MH,,,150,
11-Jul-26,0,6,H90304839134,6,2,HIVPL/26-27/1518,P4815250,Zepto,JJR-DRY-MH-LUHARI,46217,300,250,150,,,,0,,,,,0,,,,0,,,50,,,100,,,,,,,,,,,,,,,,,NCR,Movin,H90304839134,Matched ✅,,,11,7,2026,NA,48,JJR-DRY-MH-LUHARI,,,150,
13-Jul-26,0,14,H90304878641,14,24,HIVPL/26-27/1550,P4869708,Zepto,BLR-DRY-MH-Sumadhura2,5,700,100,500,,0,100,,,,,,,50,,,,,50,,,,,,,,,,,,,,,,,,,,,OOS,Movin,H90304878641,Matched ✅,,,13,7,2026,NA,112,BLR-DRY-MH-Sumadhura2,,,600,
15-Jul-26,0,2,SR-20904219177954,2,1,HIVPL/26-27/1572,P4871302,Zepto,FBD-DRY-MH,46220,100,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NCR,Shiprocket,SR-20904219177954,Matched ✅,,,15,7,2026,NA,16,FBD-DRY-MH,,,100,
15-Jul-26,0,12,SR-6002434286,12,2,HIVPL/26-27/1573,P4869061,Zepto,JJR-DRY-MH-LUHARI,46220,600,500,300,50,,0,0,,,,,,,,,,,,,,200,50,0,,,,,,,,,,,,,,,,NCR,Shiprocket,SR-6002434286,Matched ✅,,,15,7,2026,NA,96,JJR-DRY-MH-LUHARI,,,350,
15-Jul-26,0,3,SR-6002212803,3,3,HIVPL/26-27/1574,P4867597,Zepto,BLR-Nelamangala-DRYMH,7,150,50,50,,,50,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,OOS,Shiprocket,SR-6002212803,Matched ✅,,,15,7,2026,NA,24,BLR-Nelamangala-DRYMH,,,100,
15-Jul-26,0,3,SR-6004972214,3,4,HIVPL/26-27/1575,P4869631,Zepto,HYD-DRY-MH2-KANDLAKOYA,7,150,0,,,50,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS,Shiprocket,SR-6004972214,Matched ✅,,,15,7,2026,NA,24,HYD-DRY-MH2-KANDLAKOYA,,,150,
15-Jul-26,0,2,SR-94391823036449,2,5,HIVPL/26-27/1576,P4871818,Zepto,MUM-DRY-MH3,7,100,50,50,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,OOS,Shiprocket,SR-94391823036449,Matched ✅,,,15,7,2026,NA,16,MUM-DRY-MH3,,,50,
16-Jul-26,0,7,H90304849860,7,12,HIVPL/26-27/1590,P4935777,Zepto,CHN-DRY-MH2-THIRUVALLUR,1,350,150,100,,50,50,,0,,,,50,,50,,,,,,,,,50,,,,,,,,,,,,,,,,OOS,Movin,H90304849860,Matched ✅,,,16,7,2026,NA,56,CHN-DRY-MH2-THIRUVALLUR,,,200,
16-Jul-26,0,4,H90304849531,4,13,HIVPL/26-27/1591,P4870310,Zepto,BLR-MYLAPURA MH,8,200,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS,Movin,H90304849531,Matched ✅,,,16,7,2026,NA,32,BLR-MYLAPURA MH,,,200,
16-Jul-26,0,4,H90304849551,4,14,HIVPL/26-27/1592,P4938777,Zepto,BLR-Nelamangala-DRYMH,1,200,0,150,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS,Movin,H90304849551,Matched ✅,,,16,7,2026,NA,32,BLR-Nelamangala-DRYMH,,,200,
17-Jul-26,0,12,H90304852117,12,6,HIVPL/26-27/1603,P4938505,Zepto,BLR-DRY-MH-Sumadhura2,2,600,300,250,50,100,0,,,,,,,50,,,,,,,,,100,50,,,,,,,,,,,,,,,,OOS,Movin,H90304852117,Matched ✅,,,17,7,2026,NA,96,BLR-DRY-MH-Sumadhura2,,,400,
17-Jul-26,0,8,H90304852118,8,7,HIVPL/26-27/1604,P4938593,Zepto,BLR-MYLAPURA MH,2,400,50,100,,100,150,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,OOS,Movin,H90304852118,Matched ✅,,,17,7,2026,NA,64,BLR-MYLAPURA MH,,,350,
17-Jul-26,0,3,H90304852119,3,8,HIVPL/26-27/1605,P4945028,Zepto,BLR-Nelamangala-DRYMH,2,150,50,50,,,50,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,OOS,Movin,H90304852119,Matched ✅,,,17,7,2026,NA,24,BLR-Nelamangala-DRYMH,,,100,
17-Jul-26,0,2,H90304852121,2,9,HIVPL/26-27/1607,P4945109,Zepto,KTPL-KOL-DRY-MH NEW,2,100,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS,Movin,H90304852121,Matched ✅,,,17,7,2026,NA,16,KTPL-KOL-DRY-MH NEW,,,100,
18-Jul-26,0,5,H90304855323,5,5,HIVPL/26-27/1614,P4935198,Zepto,HYD-DRY-MH2-KANDLAKOYA,,250,0,,,100,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS,Movin,H90304855323,Matched ✅,,,18,7,2026,NA,40,HYD-DRY-MH2-KANDLAKOYA,,,250,
18-Jul-26,0,2,H90304855322,2,6,HIVPL/26-27/1615,P4937098,Zepto,MUM-DRY-MH3,,100,50,50,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,OOS,Movin,H90304855322,Matched ✅,,,18,7,2026,NA,16,MUM-DRY-MH3,,,50,
18-Jul-26,0,2,H90304855321,2,7,HIVPL/26-27/1616,P4943848,Zepto,BLR-MYLAPURA MH,,100,100,,,,50,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,OOS,Movin,H90304855321,Matched ✅,,,18,7,2026,NA,16,BLR-MYLAPURA MH,,,50,
18-Jul-26,0,5,H90304855308,5,8,HIVPL/26-27/1617,P4945180,Zepto,GUR-DRY-MH-FARUKHNAGAR,,250,150,150,,,,,,,,,,,,,,,,,,50,50,,,,,,,,,,,,,,,,,NCR,Movin,H90304855308,Matched ✅,,,18,7,2026,NA,40,GUR-DRY-MH-FARUKHNAGAR,,,150,
20-Jul-26,0,3,H90304857634,3,1,HIVPL/26-27/1620,P4939118,Zepto,FBD-DRY-MH,46225,150,100,50,,,,,,,,,,,,,,,,,,50,50,,,,,,,,,,,,,,,,,NCR,Movin,H90304857634,Matched ✅,,,20,7,2026,NA,24,FBD-DRY-MH,,,50,
20-Jul-26,0,21,H90304857635,21,2,HIVPL/26-27/1621,P4939343,Zepto,JJR-DRY-MH-LUHARI,46230,1050,700,150,,100,50,100,,,50,,100,50,,,100,,,100,,100,100,50,,,,,,,,,,,,,,,,NCR,Movin,H90304857635,Matched ✅,,,20,7,2026,NA,168,JJR-DRY-MH-LUHARI,,,300,100
20-Jul-26,0,6,SR-6004630639,6,1,HIVPL/26-27/1643,P4945050,Zepto,PUN-DRY-MH2-KOREGAON,4,300,150,100,50,,50,,,,,,,50,,,,,,,,50,,,,,,,,,,,,,,,,,,OOS,Shiprocket,SR-6004630639,Matched ✅,,,20,7,2026,NA,48,PUN-DRY-MH2-KOREGAON,,,200,
20-Jul-26,0,9,SR-6001224626,9,2,HIVPL/26-27/1644,P4938358,Zepto,MUM-DRY-MH-SHAKTI,4,450,400,,50,,,,,,50,50,,150,50,,,,,50,,,,50,,,,,,,,,,,,,,,,OOS,Shiprocket,SR-6001224626,Matched ✅,,,20,7,2026,NA,72,MUM-DRY-MH-SHAKTI,,,50,
22-Jul-26,0,7,H90304863584,7,8,HIVPL/26-27/1665,P4998483,Zepto,JJR-DRY-MH-LUHARI,,350,100,,50,100,,,,,,50,,,50,,,,,,,50,50,,,,,,,,,,,,,,,,,NCR,Movin,H90304863584,Matched ✅,,,22,7,2026,NA,56,JJR-DRY-MH-LUHARI,,,150,
23-Jul-26,0,4,SR-20904219311455,4,2,HIVPL/26-27/1700,P4944620,Zepto,HYD-MH 3,8,200,0,150,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,OOS,Shiprocket,SR-20904219311455,Matched ✅,,,23,7,2026,NA,32,HYD-MH 3,,,150,
23-Jul-26,0,10,SR-6001714022,10,3,HIVPL/26-27/1701,P4946882,Zepto,HYD-DRY-MH2-KANDLAKOYA,8,500,0,150,,50,,,,,,,,,,,,,,,,150,100,50,,,,,,,,,,,,,,,,OOS,Shiprocket,SR-6001714022,Matched ✅,,,23,7,2026,NA,80,HYD-DRY-MH2-KANDLAKOYA,,,200,
23-Jul-26,0,3,SR-6000007866,3,4,HIVPL/26-27/1702,P5026247,Zepto,HYD-DRY-MH2-KANDLAKOYA,0,150,0,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS,Shiprocket,SR-6000007866,Matched ✅,,,23,7,2026,NA,24,HYD-DRY-MH2-KANDLAKOYA,,,150,
23-Jul-26,0,4,SR-6001762545,4,5,HIVPL/26-27/1703,P5029090,Zepto,BLR-Nelamangala-DRYMH,0,200,0,150,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,OOS,Shiprocket,SR-6001762545,Matched ✅,,,23,7,2026,NA,32,BLR-Nelamangala-DRYMH,,,150,
23-Jul-26,0,6,SR-6004740201,6,6,HIVPL/26-27/1704,P5030014,Zepto,BLR-MYLAPURA MH,0,300,0,200,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS,Shiprocket,SR-6004740201,Matched ✅,,,23,7,2026,NA,48,BLR-MYLAPURA MH,,,300,
23-Jul-26,0,2,SR-94391823036907,2,7,HIVPL/26-27/1705,P5032836,Zepto,GUR-DRY-MH-FARUKHNAGAR,,100,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NCR,Shiprocket,SR-94391823036907,Matched ✅,,,23,7,2026,NA,16,GUR-DRY-MH-FARUKHNAGAR,,,100,
24-Jul-26,0,4,H90304870228,4,10,HIVPL/26-27/1716,P4996997,Zepto,BLR-DRY-MH-Sumadhura2,4,200,50,,50,,50,,,,,,,,,,,,,50,,,,50,,,,,,,,,,,,,,,,OOS,Movin,H90304870228,Matched ✅,,,24,7,2026,NA,,BLR-DRY-MH-Sumadhura2,,,100,
24-Jul-26,0,2,SR-20904219329622,2,1,HIVPL/26-27/1715,P4996679,Zepto,HYD-MH 3,4,100,0,50,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,OOS,Shiprocket,SR-20904219329622,Matched ✅,,,24,7,2026,NA,16,HYD-MH 3,,,50,
24-Jul-26,0,2,SR-20904219329003,2,3,HIVPL/26-27/1717,P5025007,Zepto,HYD-MH 3,1,100,0,50,,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS,Shiprocket,SR-20904219329003,Matched ✅,,,24,7,2026,NA,16,HYD-MH 3,,,100,
25-Jul-26,0,5,SR-6000373523,5,4,HIVPL/26-27/1741,P5029606,Zepto,MUM-DRY-MH-SHAKTI,2,250,200,50,,,0,,,,50,50,,50,50,,,,,,,,,0,,,,,,,,,,,,,,,,OOS,Shiprocket,SR-6000373523,Matched ✅,,,25,7,2026,NA,40,MUM-DRY-MH-SHAKTI,,,50,
25-Jul-26,0,6,SR-6003578396,6,5,HIVPL/26-27/1724,P4997479,Zepto,CHN-DRY-MH2-THIRUVALLUR,5,300,0,50,50,50,50,,0,,,,,,,,,,,,,100,0,,,,,,,,,,,,,,,,,OOS,Shiprocket,SR-6003578396,Matched ✅,,,25,7,2026,NA,48,CHN-DRY-MH2-THIRUVALLUR,,,200,
25-Jul-26,0,2,H90304871563,2,21,HIVPL/26-27/1740,P4995070,Zepto,JPR-DRY-MH-SANGANER_1,5,100,0,50,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,OOS,Movin,H90304871563,Matched ✅,,,25,7,2026,NA,16,JPR-DRY-MH-SANGANER_1,,,50,
27-Jul-26,0,4,SR-6001894512,4,1,HIVPL/26-27/1761,P4998865,Zepto,MUM-DRY-MH3,7,200,50,,100,,,,,,,,,50,,,,,,,,50,,,,,,,,,,,,,,,,,,OOS,Shiprocket,SR-6001894512,Matched ✅,,,27,7,2026,NA,32,MUM-DRY-MH3,,,100,
27-Jul-26,0,1,SR-94391823037090,1,2,HIVPL/26-27/1762,P5026399,Zepto,PUN-DRY-MH2-KOREGAON,4,50,50,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,OOS,Shiprocket,SR-94391823037090,Matched ✅,,,27,7,2026,NA,8,PUN-DRY-MH2-KOREGAON,,,,
28-Jul-26,0,4,SR-6000517681,4,1,HIVPL/26-27/1778,P4995369,Zepto,PUN-DRY-MH2-KOREGAON,8,200,0,100,50,,0,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,OOS,Shiprocket,SR-6000517681,Matched ✅,,,28,7,2026,NA,32,PUN-DRY-MH2-KOREGAON,,,150,
28-Jul-26,0,4,SR-6000890120,4,2,HIVPL/26-27/1779,P4998596,Zepto,MUM-DRY-MH-SHAKTI,8,200,0,,50,0,,,,,,,,,,,,,,,,50,,100,,,,,,,,,,,,,,,,OOS,Shiprocket,SR-6000890120,Matched ✅,,,28,7,2026,NA,32,MUM-DRY-MH-SHAKTI,,,50,
28-Jul-26,0,7,SR-20894546318553,7,3,HIVPL/26-27/1780,P5026424,Zepto,CHN-DRY-MH2-THIRUVALLUR,5,350,50,150,100,0,0,0,0,,,,,50,,,,,,,,50,,,,,,,,,,,,,,,,,,OOS,Shiprocket,SR-20894546318553,Matched ✅,,,28,7,2026,NA,56,CHN-DRY-MH2-THIRUVALLUR,,,250,
28-Jul-26,0,4,H90304875969,4,6,HIVPL/26-27/1770,P4998090,Zepto,BLR-MYLAPURA MH,8,200,0,100,,0,,,,,,,,,,,,,,,,50,50,,,,,,,,,,,,,,,,,OOS,Movin,H90304875969,Matched ✅,,,28,7,2026,NA,32,BLR-MYLAPURA MH,,,100,
29-Jul-26,0,10,H90304878720,10,13,HIVPL/26-27/1794,P5085236,Zepto,BLR-MYLAPURA MH,0,500,0,400,,,,,,,,,,,,,,,,,,50,50,,,,,,,,,,,,,,,,,OOS,Movin,H90304878720,Matched ✅,,,29,7,2026,NA,80,BLR-MYLAPURA MH,,,400,
30-Jul-26,0,16,H90304881282,16,12,HIVPL/26-27/1810,P5030386,Zepto,BLR-DRY-MH-Sumadhura2,7,800,50,450,,50,100,,,,,,50,,,,,,,,,50,100,,,,,,,,,,,,,,,,,OOS,Movin,H90304881282,Matched ✅,,,30,7,2026,NA,128,BLR-DRY-MH-Sumadhura2,,,600,
30-Jul-26,0,5,SR-6004739196,5,1,HIVPL/26-27/1819,P5100437,Zepto,KTPL-KOL-DRY-MH NEW,1,250,150,100,,,,,,,,50,50,,50,,,,,,,,,,,,,,,,,,,,,,,,,OOS,Shiprocket,SR-6004739196,Matched ✅,,,30,7,2026,NA,40,KTPL-KOL-DRY-MH NEW,,,100,
30-Jul-26,0,19,SR-6003721387,19,2,HIVPL/26-27/1820,P5031948,Zepto,JJR-DRY-MH-LUHARI,46237,950,150,400,100,0,50,,,,,,,50,,,,50,50,,,150,50,50,,,,,,,,,,,,,,,,NCR,Shiprocket,SR-6003721387,Matched ✅,,,30,7,2026,NA,152,JJR-DRY-MH-LUHARI,,,550,
30-Jul-26,0,6,SR-94391823037358,6,3,HIVPL/26-27/1821,P5033188,Zepto,FBD-DRY-MH,46238,300,0,150,,,,,,,,,,,,,,,,,,150,,,,,,,,,,,,,,,,,,NCR,Shiprocket,SR-94391823037358,Matched ✅,,,30,7,2026,NA,48,FBD-DRY-MH,,,150,
31-Jul-26,0,11,SR-94391823037412,11,1,HIVPL/26-27/1863,P5086392,Zepto,FBD-DRY-MH,,550,0,250,,,,,,,,,,,,,,,,,,150,100,50,,,,,,,,,,,,,,,,NCR,Shiprocket,SR-94391823037412,Matched ✅,,,31,7,2026,NA,88,FBD-DRY-MH,,,250,
31-Jul-26,0,3,SR-94391823037413,3,2,HIVPL/26-27/1864,P5087432,Zepto,GUR-DRY-MH-FARUKHNAGAR,,150,0,50,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,NCR,Shiprocket,SR-94391823037413,Matched ✅,,,31,7,2026,NA,24,GUR-DRY-MH-FARUKHNAGAR,,,50,
31-Jul-26,0,2,SR-94391823037419,2,6,HIVPL/26-27/1868,P5088516,Zepto,HYD-DRY-MH2-KANDLAKOYA,1,100,0,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,OOS,Shiprocket,SR-94391823037419,Matched ✅,,,31,7,2026,NA,16,HYD-DRY-MH2-KANDLAKOYA,,,,
31-Jul-26,0,4,SR-6002687245,4,7,HIVPL/26-27/1869,P5088949,Zepto,KTPL-KOL-DRY-MH NEW,1,200,200,,,,,,,,50,,,50,,,,,50,50,,,,,,,,,,,,,,,,,,,,OOS,Shiprocket,SR-6002687245,Matched ✅,,,31,7,2026,NA,32,KTPL-KOL-DRY-MH NEW,,,,
01-Aug-26,0,3,SR-94391823037545,3,1,HIVPL/26-27/1882,P5086149,Zepto,CHN-DRY-MH2-THIRUVALLUR,3,150,50,,50,,,,,,,,,50,,,,,,,,50,,,,,,,,,,,,,,,,,,OOS,Shiprocket,SR-94391823037545,Matched ✅,,,1,8,2026,NA,24,CHN-DRY-MH2-THIRUVALLUR,,,50,
01-Aug-26,0,6,SR-6004329944,6,2,HIVPL/26-27/1883,P5089291,Zepto,MUM-DRY-MH-SHAKTI,3,300,100,100,50,50,,,,,,,50,,,,,,50,,,,,,,,,,,,,,,,,,,,,OOS,Shiprocket,SR-6004329944,Matched ✅,,,1,8,2026,NA,48,MUM-DRY-MH-SHAKTI,,,200,
03-Aug-26,0,3,SR-6004120266,3,1,HIVPL/26-27/1905,P5099320,Zepto,JPR-DRY-MH-SANGANER_1,4,150,0,,,50,50,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,OOS,Shiprocket,SR-6004120266,Matched ✅,,,3,8,2026,NA,24,JPR-DRY-MH-SANGANER_1,,,100,
03-Aug-26,0,2,SR-20904219507094,2,2,HIVPL/26-27/1906,P5100745,Zepto,BLR-Nelamangala-DRYMH,4,100,0,,,,50,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,OOS,Shiprocket,SR-20904219507094,Matched ✅,,,3,8,2026,NA,16,BLR-Nelamangala-DRYMH,,,50,
03-Aug-26,0,2,SR-94391823037630,2,3,HIVPL/26-27/1907,P5100225,Zepto,BLR-MYLAPURA MH,4,100,0,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS,Shiprocket,SR-94391823037630,Matched ✅,,,3,8,2026,NA,16,BLR-MYLAPURA MH,,,100,
03-Aug-26,0,2,SR-94391823037631,2,4,HIVPL/26-27/1908,P5087353,Zepto,HYD-MH 3,4,100,0,,,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS,Shiprocket,SR-94391823037631,Matched ✅,,,3,8,2026,NA,16,HYD-MH 3,,,100,
04-Aug-26,0,4,SR-6001914807,4,3,HIVPL/26-27/1919,P5100632,Zepto,HYD-DRY-MH2-KANDLAKOYA,6,200,0,100,,,,,,,,,,,,,,,,,,0,50,50,,,,,,,,,,,,,,,,OOS,Shiprocket,SR-6001914807,Matched ✅,,,4,8,2026,NA,32,HYD-DRY-MH2-KANDLAKOYA,,,100,
04-Aug-26,0,3,SR-6003334052,3,4,HIVPL/26-27/1920,P5088831,Zepto,MUM-DRY-MH3,6,150,50,50,,,,,,,,,,50,,,,,,,,0,,50,,,,,,,,,,,,,,,,OOS,Shiprocket,SR-6003334052,Matched ✅,,,4,8,2026,NA,24,MUM-DRY-MH3,,,50,
05-Aug-26,0,3,SR-94391823037871,3,1,HIVPL/26-27/1936,P5099590,Zepto,GUR-DRY-MH-FARUKHNAGAR,46244,150,0,,,,,,,,,,,,,,,,,,,150,,,,,,,,,,,,,,,,,,NCR,Shiprocket,SR-94391823037871,Matched ✅,,,5,8,2026,NA,24,GUR-DRY-MH-FARUKHNAGAR,,,,
05-Aug-26,0,1,SR-94391823037872,1,2,HIVPL/26-27/1937,P5100391,Zepto,JJR-DRY-MH-LUHARI,46241,50,0,,50,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NCR,Shiprocket,SR-94391823037872,Matched ✅,,,5,8,2026,NA,8,JJR-DRY-MH-LUHARI,,,50,
06-Aug-26,0,2,SR-94391823038001,2,1,HIVPL/26-27/1950,P5166244,Zepto,AHM-DRY-MH-KHEDA,1,100,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS,Shiprocket,SR-94391823038001,Matched ✅,,,6,8,2026,NA,16,AHM-DRY-MH-KHEDA,,,100,
